DataStructure,N,runs,med_cyc,avg_cyc,med_ins,avg_ins,ipc,med_cm,avg_cm,med_br,avg_br,med_brm,avg_brm,med_l1,avg_l1,med_tlb,avg_tlb,cv_pct,stddev_cycles,ci95_cycles,Elements,Mean Cycles Per Element ,Median Cyles Per Element
Heap,18082,50,97853,68178,127031,127031,1.3,0,3,18183,18183,14,14,1142,1142,0,0,65.8,44893,12444,904100,3.77048999,7.025273753
Array,17951,50,1065,9712,126114,110565,118.42,0,0,18052,18052,15,14,1134,1135,0,0,276.6,26860,7445,897550,0.541028355,7.025458192
CircularBuffer,17961,50,97073,71897,126184,126184,1.3,0,10,18062,18062,14,14,1131,1131,0,0,59.3,42600,11808,898050,4.002950838,7.025444018
RBTree,18189,50,43052,155268,186763,121744,4.34,0,0,37221,30744,98,97,26293,26291,0,0,102.4,159061,44090,909450,8.536368135,10.26790918
Deque,18158,50,1443,26376,202000,202000,139.99,0,2,36983,36983,35,35,1153,1153,0,0,148.4,39135,10848,907900,1.452582884,11.12457319
vEBTree,17986,50,98648,80077,126359,126359,1.28,0,8,18087,18087,5,6,1135,1137,0,0,47.4,37955,10520,899300,4.452185033,7.025408651
Trie,18223,50,11659383,11928510,3196272,3346807,0.27,530731,533662,920503,964670,194155,199781,189699,199189,11026,11370,23.1,2760947,765295,911150,654.585414,175.3976842
LinkedList,18224,50,669536,370740,128022,104575,0.19,0,2,18325,16634,13,13,20723,18792,0,0,88.2,327138,90678,911200,20.34350307,7.024912204
BTree,18154,50,264487,207586,275930,266358,1.04,0,3,46229,46229,5049,5062,20463,20467,0,0,53.4,110868,30731,907700,11.43472513,15.19940509
SoA,18101,50,1082,24074,127164,77021,117.53,5,62,18202,18202,15,14,1144,1144,0,0,173.2,41691,11556,905050,1.329981769,7.025247224
SkipList,17975,50,262209,158943,126281,101032,0.48,6,98,18076,18076,11,12,18064,18063,0,0,81.8,129991,36032,898750,8.842447844,7.025368567
Trie,18462,50,11858518,12085937,3302451,3398748,0.28,448919,418507,933757,969920,201058,202809,192752,201373,16914,15482,20.5,2478607,687035,923100,654.6385549,178.8782905
Array,18504,50,1474,26871,129985,129985,88.19,29,67,18605,18605,14,14,1167,1167,0,0,162.3,43613,12089,925200,1.452172503,7.024697363
RBTree,18463,50,326470,228802,189506,160394,0.58,0,5,37771,32061,104,96,26683,24489,0,0,65.6,150190,41631,923150,12.3924606,10.26409576
CircularBuffer,18344,50,1458,31151,128865,85159,88.38,0,3,18445,18445,14,13,1157,1157,0,0,146.5,45650,12653,917200,1.698157436,7.024912778
Vector,18291,50,1489,21549,128494,70389,86.3,49,94,18392,18392,14,14,1156,1156,0,0,188.1,40532,11235,914550,1.178120387,7.024984965
Deque,18528,50,1433,8613,210003,170751,146.55,0,3,39032,39032,36,36,1177,1177,0,0,286.9,24712,6850,926400,0.46486399,11.33435881
BTree,18491,50,1488,77386,279656,179063,187.94,6,57,46941,46941,5064,5073,20617,20619,0,0,157.3,121702,33734,924550,4.185063004,15.12389811
SkipList,18484,50,271128,211249,129844,108000,0.48,426,1974,18585,15686,13,11,18572,15289,0,0,66.9,141228,39147,924200,11.42874919,7.024669985
SoA,18460,50,1462,10888,325,57724,0.22,0,5,18561,18561,14,14,1165,1165,0,0,266.1,28973,8031,923000,0.589815818,0.017605634
vEBTree,18309,50,1503,29899,128620,82725,85.58,0,1,18410,18410,14,13,1156,1156,0,0,148.3,44333,12289,915450,1.633022011,7.024960402
SlabList,18326,50,1104,36404,129603,89033,117.39,91,105,18551,18551,32,33,1169,1169,0,0,131.6,47915,13281,916300,1.986467314,7.072083379
AoS,18331,50,1104,33505,128774,128774,116.64,0,6,18432,18432,14,14,4596,4595,0,0,140.1,46941,13011,916550,1.827778081,7.024930446
LinkedList,18446,50,683404,456630,129576,107900,0.19,0,4,18547,15880,13,13,20866,19131,0,0,69.9,318971,88414,922300,24.75496043,7.024612382
HashMap,18352,50,146931,81768,252863,209745,1.72,0,1,55157,55157,359,398,26006,25998,0,0,91,74414,20626,917600,4.455536181,13.77849826
BST,18393,50,318654,217398,188803,157976,0.59,0,5,37629,31597,103,95,30423,28588,0,0,68.2,148283,41102,919650,11.81960528,10.26493775
Heap,18285,50,100522,100185,128452,128452,1.28,0,24,18386,18386,14,13,1152,1153,0,0,1.5,1482,411,914250,5.479081214,7.024993164
BTree,18817,50,1507,119894,283337,228619,188.01,44,89,47637,38733,5080,5035,20744,20748,0,0,112.9,135398,37530,940850,6.371578891,15.0575012
HashMap,18696,50,189515,104211,252771,192065,1.33,22,46,56189,55001,997,1038,25661,25655,0,0,95.8,99835,27673,934800,5.573973042,13.52005777
Trie,18689,50,11224285,11636518,3297918,3436898,0.29,540652,538353,933484,981297,192810,202185,191389,203314,10634,11814,20.5,2384168,660858,934450,622.6399486,176.4630531
CircularBuffer,18830,50,1458,17581,132267,74210,90.72,0,1,18931,18931,15,15,1189,1189,0,0,213.4,37517,10399,941500,0.933669676,7.024269782
BST,18607,50,318481,219899,190946,157732,0.6,0,6,38059,32605,96,99,30801,25680,0,0,74.1,162841,45137,930350,11.81807922,10.26205192
Heap,18721,50,1491,38738,131504,131504,88.2,0,2,18822,18822,15,15,1182,1182,0,0,124.4,48202,13361,936050,2.069227071,7.024411089
RBTree,18752,50,26597,158113,192396,124563,7.23,0,2,38349,31797,99,101,27119,27120,0,0,103.1,162974,45174,937600,8.431793942,10.2600256
vEBTree,18798,50,103012,77369,132043,132043,1.28,0,1,18899,18899,13,13,1186,1186,0,0,57,44065,12214,939900,4.115810193,7.024311097
Deque,18701,50,91753,71048,210868,210868,2.3,0,1,39032,39032,4,15,1186,1186,0,0,55.7,39582,10972,935050,3.799155125,11.27576065
LinkedList,18711,50,699044,488512,131431,109769,0.19,5,86,18812,16835,12,12,21182,19144,0,0,70.9,346416,96022,935550,26.10827855,7.024263802
SlabList,18664,50,1482,26554,136778,133486,92.29,53,80,19576,19576,32,32,1234,1234,0,0,170.3,45228,12536,933200,1.422738963,7.328439777
AoS,18689,50,1460,26522,131280,81827,89.92,0,50,18790,18790,13,13,4681,4681,0,0,166.5,44160,12241,934450,1.419123549,7.024452887
Vector,18621,50,1514,41047,130804,130804,86.4,132,161,18722,18722,15,15,1175,1176,0,0,122.8,50425,13977,931050,2.204339187,7.024542184
SkipList,18583,50,271203,166478,130537,105460,0.48,107,202,18684,14968,12,11,18676,18676,0,0,79.3,132010,36591,929150,8.958618092,7.024538557
SoA,18652,50,102304,63419,131021,131021,1.28,0,2,18753,18753,15,13,1176,730,0,0,77.7,49285,13661,932600,3.40011795,7.024501394
Array,18818,50,1503,39855,132183,100364,87.95,0,2,18919,18919,15,15,1185,1185,0,0,124.6,49645,13761,940900,2.117919014,7.024285259
BTree,19136,50,270309,163986,286953,229215,1.06,0,4,48319,38842,5097,4996,20844,20845,0,0,81.6,133806,37089,956800,8.569502508,14.9954536
Trie,18970,50,11715901,12124928,3389345,3482399,0.29,548502,551291,953986,998047,194388,204910,194807,206468,10481,12052,19.1,2316576,642122,948500,639.1633105,178.6686874
CircularBuffer,19138,50,104780,64962,134423,134423,1.28,0,3,19239,19239,14,12,1207,1207,0,0,77.8,50552,14012,956900,3.394398579,7.023879193
Deque,19136,50,1423,23129,213043,213043,149.71,11,41,39032,39032,33,34,1212,1214,0,0,178,41183,11415,956800,1.208664298,11.13309992
Array,19027,50,1437,17620,133646,124870,93,0,1,19128,19128,14,14,1201,1201,0,0,213.9,37688,10447,951350,0.926052452,7.0240185
vEBTree,18882,50,101433,62961,132631,132631,1.31,0,1,18983,18983,14,14,1189,880,0,0,78.9,49706,13778,944100,3.334445504,7.024202945
AoS,19126,50,1511,33155,134339,91454,88.91,0,2,19227,19227,14,14,4792,4792,0,0,145.2,48137,13343,956300,1.733504131,7.023894175
SkipList,19068,50,278417,204864,133932,115042,0.48,190,1368,19169,15514,12,11,19169,19248,0,0,62.4,127916,35456,953400,10.74386407,7.023914412
Vector,18873,50,1490,24395,132568,82285,88.97,0,17,18974,18974,14,14,1189,1189,0,0,178,43425,12037,943650,1.292587294,7.024214486
SlabList,18973,50,1481,28847,136778,86286,92.36,0,2,19576,19576,32,32,1231,1231,0,0,162.2,46782,12967,948650,1.52042376,7.209086597
LinkedList,18885,50,700829,465590,132649,109687,0.19,0,36,18986,17258,12,11,21390,17578,0,0,70.9,330215,91531,944250,24.65395817,7.024040244
BST,19133,50,327670,231916,196209,162070,0.6,0,4,39113,32319,109,111,31641,26540,0,0,68.2,158222,43857,956650,12.12125647,10.25500444
Heap,18939,50,104134,103921,133030,133030,1.28,0,13,19040,19040,13,13,0,430,0,0,0.9,986,273,946950,5.487142933,7.024130102
HashMap,18982,50,1560,56885,262280,180289,168.13,0,4,57047,57047,620,659,26145,26133,0,0,122.4,69636,19302,949100,2.996786429,13.8173006
RBTree,19017,50,329939,220165,195049,162028,0.59,0,2,38881,25733,120,115,27533,27535,0,0,70.9,156164,43286,950850,11.57727297,10.25655992
SoA,19035,50,104270,81546,133702,133702,1.28,0,2,19136,19136,14,14,1198,1199,0,0,52.7,43011,11922,951750,4.284003152,7.024008406
CircularBuffer,19351,50,106121,82943,135914,135914,1.28,0,9,19452,19452,15,15,1221,1221,0,0,52.6,43588,12082,967550,4.286238437,7.023616351
SoA,19389,50,106416,102703,136180,136180,1.28,0,1,19490,19490,5,7,1222,1223,0,0,15.8,16269,4510,969450,5.29697251,7.023570066
BST,19311,50,329303,219633,197989,163668,0.6,0,2,39469,32813,120,121,31953,31958,0,0,70.4,154721,42886,965550,11.3734659,10.25265393
BTree,19181,50,270953,165757,287523,229702,1.06,0,9,48421,38825,5097,5002,20869,20870,0,0,80.6,133533,37013,959050,8.641728794,14.98999009
vEBTree,19343,50,104450,63284,135858,131266,1.3,13,40,19444,19444,14,14,1219,1220,0,0,81.5,51576,14296,967150,3.271674508,7.023626118
LinkedList,19340,50,728265,483506,135834,112172,0.19,14,42,19441,16616,12,12,21896,19973,0,0,71,343408,95188,967000,25.00031024,7.023474664
HashMap,19246,50,257705,157282,256014,202935,0.99,0,45,57839,46134,919,830,27839,27796,0,0,86.5,136077,37719,962300,8.172191624,13.30219266
AoS,19397,50,1117,26933,136236,84589,121.97,0,1,19498,19498,12,12,4860,4861,0,0,169,45527,12620,969850,1.388513688,7.023560344
SkipList,19234,50,1143,66110,135094,84072,118.19,102,186,19335,19335,12,12,19330,19336,0,0,177.1,117087,32455,961700,3.43714256,7.023708017
SlabList,19418,50,1479,37685,136778,97883,92.48,50,62,19576,19576,34,34,1232,1233,0,0,135.5,51068,14155,970900,1.9407251,7.043876815
Vector,19316,50,1072,26493,135669,83981,126.56,0,2,19417,19417,15,15,1218,1218,0,0,166.2,44039,12207,965800,1.371557258,7.023659143
Array,19205,50,1035,5849,134892,108716,130.33,0,4,19306,19306,13,13,1210,1210,0,0,357.3,20898,5793,960250,0.304556105,7.023795886
RBTree,19174,50,332222,226614,196619,163668,0.59,0,45,39195,32645,114,103,27757,26841,0,0,72.5,164235,45524,958700,11.81881715,10.25445916
Heap,19156,50,102244,65127,134549,134549,1.32,0,6,19257,13875,13,13,1207,1207,0,0,77.4,50429,13978,957800,3.39982251,7.023856755
Deque,19169,50,92709,58405,213208,213208,2.3,55,124,39032,39032,34,25,1217,1218,0,0,81.8,47791,13247,958450,3.046846471,11.1225416
Trie,19292,50,12759941,12811028,3449559,3531970,0.27,578553,574909,989974,1012378,210996,212589,207536,211446,12472,12444,15.6,2002676,555114,964600,664.0590919,178.8077441
SoA,19510,50,21874,52858,137027,129602,6.26,31,32,19611,19611,12,12,1237,868,0,0,99.8,52755,14623,975500,2.709277294,7.023423885
RBTree,19573,50,341628,244602,200609,174225,0.59,2,5,39993,34551,115,107,28392,24696,0,0,62.9,153908,42661,978650,12.49690901,10.24927196
Vector,19726,50,108071,76084,138539,124177,1.28,15,33,19827,11911,15,12,1245,1245,0,0,65.2,49575,13741,986300,3.857041468,7.023167393
Deque,19640,50,1442,38633,221716,127431,153.76,0,6,41081,41081,36,37,1260,1261,0,0,132.2,51070,14156,982000,1.967057026,11.28900204
BTree,19716,50,317152,283272,293492,272145,0.93,1125,1638,49555,44156,5347,4689,21159,18819,0,1,53.4,151284,41934,985800,14.36762021,14.88598093
BST,19611,50,259258,232080,200989,181463,0.78,26,30,40069,36323,148,130,32230,30249,0,0,99,229873,63717,980550,11.8341747,10.24878894
CircularBuffer,19500,50,104899,57726,136957,105179,1.31,92,111,19601,16264,14,14,1236,1236,0,0,90.9,52463,14542,975000,2.960307692,7.023435897
AoS,19545,50,107254,82334,137272,133816,1.28,18,34,19646,19646,12,13,4898,2649,0,0,55.3,45529,12620,977250,4.212535175,7.023381939
Trie,19505,50,11349167,11715716,3408052,3563113,0.3,568729,574939,980730,1023048,202497,210793,202925,211871,11423,12434,15.7,1834519,508503,975250,600.6519354,174.7270956
SkipList,19512,50,285515,215261,137040,112111,0.48,82,1750,19613,16591,13,12,19606,19461,0,1,79.4,170917,47376,975600,11.03223657,7.023370234
SlabList,19527,50,1998,21911,143953,111087,72.05,5,18,20601,20601,33,34,1308,1308,0,0,196.6,43080,11941,976350,1.122087366,7.371997747
HashMap,19497,50,2199,92143,272090,221330,123.73,2,10,58592,51348,387,403,28390,28385,0,0,116.1,107012,29662,974850,4.72600913,13.95548033
Heap,19728,50,1067,31274,138553,88825,129.85,0,19,19829,19829,14,14,1243,1243,0,0,152.3,47625,13201,986400,1.58525953,7.023165045
Array,19497,50,105309,96989,136936,136936,1.3,0,14,39,4341,14,14,1226,1226,0,0,29.5,28614,7931,974850,4.974560189,7.023439504
LinkedList,19703,50,746318,513668,138375,116573,0.19,0,21,19804,16697,12,11,22311,20513,0,0,66.1,339301,94049,985150,26.07054763,7.023042176
vEBTree,19489,50,106454,105800,136880,136880,1.29,0,1,19590,19590,14,14,1229,1229,0,0,1.5,1540,427,974450,5.428703371,7.023449125
Vector,19916,50,106002,68102,139869,139869,1.32,0,6,20017,17619,14,14,1256,1256,0,0,76,51765,14349,995800,3.419461739,7.022946375
LinkedList,19841,50,752590,514550,139341,116911,0.19,3,44,19942,17103,13,13,22414,20567,0,0,66.8,343480,95208,992050,25.9336727,7.022881911
BTree,19772,50,277102,174049,294132,240183,1.06,0,2,49675,35480,5193,5204,21141,21140,0,0,77.5,134881,37387,988600,8.802801942,14.87618855
Trie,20036,50,12256275,12559812,3499221,3666125,0.29,578042,580329,997917,1050231,205256,215040,206019,217053,12210,12892,17.1,2146644,595019,1001800,626.862248,174.646686
vEBTree,19870,50,107261,81756,139547,139547,1.3,0,1,39,7613,13,13,1253,1254,0,0,56.1,45871,12715,993500,4.11454454,7.022999497
SkipList,19984,50,291410,202868,140344,114699,0.48,90,730,20085,16437,13,12,20081,18395,0,3,78.9,160046,44362,999200,10.15152122,7.022818255
BST,19900,50,341563,231761,203879,170736,0.6,0,4,40647,35811,96,104,33073,33079,0,0,69.8,161788,44845,995000,11.64628141,10.24517588
SlabList,19842,50,1097,10662,143953,143953,131.22,25,45,20601,20601,33,34,1297,1297,0,0,286.9,30590,8479,992100,0.537345026,7.254964217
Array,19859,50,1486,27896,139470,86826,93.86,0,1,19960,19960,14,14,1252,1252,0,0,164.7,45955,12738,992950,1.404703157,7.023012236
SoA,19894,50,108352,108111,139715,139715,1.29,0,4,19995,19995,14,14,1252,1252,0,0,1.3,1388,385,994700,5.434352066,7.02297175
HashMap,19800,50,1490,48020,273937,156465,183.85,0,2,59501,59501,683,723,27504,27498,0,0,157.6,75696,20982,990000,2.425252525,13.83520202
RBTree,19830,50,339354,228711,203179,168664,0.6,0,4,40507,33827,117,107,28957,25367,0,0,70.2,160647,44529,991500,11.53358548,10.24604135
CircularBuffer,19824,50,91479,56138,139225,123264,1.52,10,35,19925,19925,14,14,1251,1251,0,0,95.3,53511,14833,991200,2.831820016,7.023052865
Heap,19895,50,1606,51453,139722,139722,87,0,10,19996,19996,13,13,1254,1255,0,0,104.7,53893,14938,994750,2.586227695,7.022970596
Deque,19898,50,1472,38351,223006,223006,151.5,0,2,41081,41081,37,37,1262,1263,0,0,122.8,47097,13055,994900,1.927379636,11.20745804
AoS,19765,50,108601,62305,138812,138812,1.28,0,9,19866,19866,13,13,0,990,0,0,85.9,53529,14838,988250,3.1522894,7.02312168
BTree,20137,50,1117,117114,298203,180199,266.97,0,46,50449,45930,5242,5250,21282,21280,0,0,118.6,138918,38506,1006850,5.81586135,14.80871033
SkipList,20314,50,296692,211164,142654,115924,0.48,292,1450,20415,17581,12,10,20413,20413,0,0,80.4,169842,47078,1015700,10.39499852,7.022447573
Array,20297,50,86658,57163,142536,126298,1.64,0,1,20398,20398,15,15,1277,1277,0,0,95.8,54751,15176,1014850,2.816327536,7.022515643
Trie,20298,50,12573227,12856460,3517156,3682631,0.28,584817,585067,1021035,1065485,208550,219195,210344,220301,11710,12979,18.1,2326375,644838,1014900,633.3855552,173.2759878
Heap,20071,50,108024,80271,140954,140954,1.3,0,1,20172,20172,14,14,1265,1265,0,0,59.1,47418,13143,1003550,3.999352299,7.022769169
SlabList,20185,50,111825,60425,143953,129277,1.29,0,2,20601,20601,33,34,1296,1296,0,0,91.7,55427,15364,1009250,2.993559574,7.131681942
RBTree,20241,50,215643,176341,207289,172650,0.96,0,1,41329,33070,169,174,29667,29658,0,0,98.6,173857,48191,1012050,8.712069562,10.2410454
AoS,20128,50,1575,45858,141353,105809,89.75,40,64,20229,20229,14,14,5044,5045,0,0,119.5,54806,15191,1006400,2.27831876,7.02270469
BST,20188,50,341893,285437,206759,135315,0.6,0,1,41223,37992,141,148,4500,16325,0,0,45.3,129335,35850,1009400,14.13894393,10.24167822
LinkedList,20240,50,770286,663449,142134,97046,0.18,1,66,20341,16878,12,11,22926,20824,0,0,42.5,282234,78231,1012000,32.77910079,7.02243083
Deque,20079,50,1020,41137,223911,183665,219.52,2,33,41081,41081,35,36,1274,1274,0,0,115.8,47647,13207,1003950,2.048757408,11.15150157
Vector,20345,50,111489,111740,142872,142872,1.28,39,52,20446,20446,13,11,1283,1285,0,0,1.7,1852,513,1017250,5.49225854,7.022462522
HashMap,20271,50,145449,78213,283362,236530,1.95,0,1,60914,60914,706,733,29943,29942,0,0,93.5,73164,20280,1013550,3.858369099,13.97868877
SoA,20325,50,1492,31176,142732,91042,95.66,19,45,20426,20426,15,15,1281,1283,0,0,156.7,48865,13545,1016250,1.533874539,7.022484625
vEBTree,20138,50,109759,81053,141423,141423,1.29,0,1,20239,20239,13,13,1267,1267,0,0,59.1,47892,13275,1006900,4.024878339,7.022693415
CircularBuffer,20157,50,1507,22539,141556,76785,93.93,4,26,20258,20258,15,15,1271,1272,0,0,191.6,43192,11972,1007850,1.118172347,7.022672025
Heap,20411,50,1119,52122,143334,120258,128.09,0,2,39,2086,14,14,1285,1286,0,0,104.8,54599,15134,1020550,2.553623046,7.022389888
CircularBuffer,20369,50,1071,29819,143040,90547,133.56,0,2,20470,20470,13,13,1285,1285,0,0,164.3,48993,13580,1018450,1.463940301,7.022436055
Vector,20612,50,1039,41439,144741,107191,139.31,0,1,20713,20713,14,14,1298,1298,0,0,127.8,52966,14681,1030600,2.010430817,7.022171551
vEBTree,20412,50,1506,43010,143341,143341,95.18,0,3,20513,20513,14,14,1287,1288,0,0,123.9,53272,14766,1020600,2.107093866,7.022388791
AoS,20546,50,113634,113696,325,34872,0,0,8,20647,20647,13,13,5148,5148,0,0,0.5,623,173,1027300,5.533729193,0.015818164
LinkedList,20537,50,789598,578799,144213,120975,0.18,0,119,20638,17967,16,14,23192,21241,0,0,70.7,409421,113486,1026850,28.18323027,7.022106442
Trie,20495,50,12764904,13106961,3576782,3734074,0.28,594784,602212,1020437,1069390,209090,219874,215157,222997,12406,13153,17.4,2286350,633744,1024750,639.5199317,174.5197365
RBTree,20514,50,348982,243735,210019,178166,0.6,0,1,41875,35239,184,164,30059,26525,0,0,65.6,159838,44305,1025700,11.88139807,10.23783757
HashMap,20452,50,1545,53550,183239,139943,118.6,0,2,61457,61457,640,659,28491,28500,0,0,161.2,86340,23932,1022600,2.618325836,8.959466067
BST,20459,50,1384,5071,209469,209469,151.35,0,4,41765,41765,140,146,34111,34113,0,0,510.3,25879,7173,1022950,0.247861577,10.23847695
BTree,20619,50,1266,132798,303346,246058,239.61,2,19,51447,45936,5257,5258,21419,21419,0,0,110.5,146694,40662,1030950,6.440564528,14.71196469
Array,20563,50,1487,33533,144398,93120,97.11,0,1,20664,20664,13,13,1295,1296,0,0,149.1,49987,13856,1028150,1.630744541,7.022224384
SoA,20514,50,1768,40043,144055,100059,81.48,5,32,20615,20615,14,15,1295,1298,0,0,134.8,53993,14966,1025700,1.951984011,7.022277469
SkipList,20427,50,1513,120447,325,68060,0.21,464,1663,20528,19889,12,12,20527,20566,0,3,157.2,189313,52475,1021350,5.896460567,0.015910315
Deque,20542,50,101062,71653,232379,232379,2.3,0,3,43130,43130,35,36,1304,1304,0,0,65.2,46686,12941,1027100,3.488121897,11.31238438
SlabList,20458,50,1711,45044,143953,100864,84.13,77,123,20601,20601,33,33,0,52,0,0,120.9,54441,15090,1022900,2.201779255,7.036513833
Array,20817,50,1500,39430,146176,146176,97.45,0,1,20918,20918,14,14,1311,1311,0,0,135.6,53472,14822,1040850,1.894124994,7.021953211
SoA,20850,50,114427,114263,146407,146407,1.28,16,30,20951,14259,13,13,1314,1316,0,0,0.9,1049,291,1042500,5.480239808,7.021918465
SlabList,20909,50,117755,77177,151128,151128,1.28,0,4,21626,21626,33,34,0,490,0,0,72.2,55698,15439,1045450,3.691089961,7.227892295
AoS,20895,50,1535,39271,146722,99874,95.58,0,14,20996,20996,14,14,5235,5235,0,0,136.6,53647,14870,1044750,1.879444843,7.021871261
Deque,20852,50,1582,47913,233929,192588,147.87,12,32,43130,43130,35,36,1323,1323,0,0,106.4,50964,14127,1042600,2.297765202,11.21854019
BTree,20811,50,1130,127939,305415,192060,270.28,0,5,51847,45348,5279,5288,21487,21475,0,0,110.9,141883,39328,1040550,6.147662294,14.6756523
BST,20925,50,353223,188641,214129,147036,0.61,0,1,42697,35990,163,147,34878,33044,0,0,93.7,176842,49018,1046250,9.015101553,10.23316607
LinkedList,20751,50,800590,617380,145711,126143,0.18,4,15,20852,17965,12,13,22663,19756,0,0,59.2,365792,101392,1037550,29.75181919,7.021878464
Vector,20852,50,1085,4340,146421,108342,134.95,36,41,20953,20953,15,14,1316,1316,0,0,399.5,17339,4806,1042600,0.208133512,7.021916363
vEBTree,20802,50,1042,3063,325,54182,0.31,26,30,20903,20903,14,14,1311,1311,0,0,463.3,14193,3934,1040100,0.147245457,0.015623498
HashMap,20739,50,188915,107983,280227,214890,1.48,6,9,62318,48197,764,794,33615,33618,0,0,93.9,101361,28096,1036950,5.20676021,13.51207869
RBTree,20881,50,363425,316833,213689,189494,0.59,14,48,42609,37641,178,163,30351,26323,0,2,59.5,188461,52239,1044050,15.17326756,10.23365739
CircularBuffer,20670,50,1493,35136,145147,145147,97.22,34,74,20771,20771,15,15,1303,1303,0,0,146.2,51371,14239,1033500,1.699854862,7.022109337
Heap,20877,50,1485,32848,146596,93283,98.72,0,1,20978,20978,13,13,1315,1315,0,0,153.2,50319,13948,1043850,1.573406141,7.021890118
SkipList,20808,50,1121,51611,325,41808,0.29,421,1242,20909,20909,13,13,20908,20914,0,0,262.2,135312,37507,1040400,2.480344098,0.015618993
Trie,20675,50,12969757,13205165,3681815,3772647,0.28,619227,619468,1049596,1078505,218776,223674,217725,224574,12845,13308,16.1,2119882,587601,1033750,638.7020556,178.080532
AoS,21002,50,115443,77319,147471,147471,1.28,0,1,21103,14362,14,14,5262,5262,0,0,69.9,54057,14984,1050100,3.681506523,7.021759832
SkipList,21077,50,307281,209968,147995,123059,0.48,133,232,21178,20694,14,14,21178,21182,0,0,68.8,144557,40069,1053850,9.961949044,7.021634958
BTree,21215,50,287422,195248,309855,254411,1.08,1,84,52695,42163,5256,5267,21628,21638,0,0,74.5,145538,40341,1060750,9.203299552,14.60546783
Vector,21033,50,1528,53012,147688,147688,96.65,0,8,21134,21134,13,13,1327,1333,0,0,111.4,59066,16372,1051650,2.520420292,7.021727761
Deque,20981,50,1077,38671,234574,171793,217.8,0,6,43130,43130,36,36,1330,1331,0,0,125.6,48587,13468,1049050,1.843143797,11.18030599
Trie,21110,50,13314422,13582272,3820634,3851351,0.29,623787,617698,1081446,1104541,226266,228556,212890,192715,18586,16858,17.4,2368576,656536,1055500,643.4046423,180.9869256
RBTree,21191,50,360124,262518,216789,185734,0.6,0,2,43229,37515,112,103,30983,26570,0,0,62.8,164802,45681,1059550,12.38818366,10.23023925
Heap,21249,50,116453,102667,149200,149200,1.28,2,31,21350,11973,14,14,1337,1339,0,0,37,37944,10518,1062450,4.831615605,7.021506894
vEBTree,21200,50,1507,40712,148857,100953,98.78,0,1,21301,21209,13,13,1335,1336,0,0,132.6,53997,14967,1060000,1.920377358,7.021556604
CircularBuffer,21101,50,113747,87593,148164,100854,1.3,0,1,39,9350,13,13,1328,1328,0,0,54.7,47888,13274,1055050,4.151130278,7.021657741
SlabList,21041,50,117759,78913,151128,151128,1.28,0,1,21626,21626,33,33,1361,980,0,0,69.9,55198,15300,1052050,3.750439618,7.182548358
HashMap,21083,50,241383,155525,282135,228384,1.17,0,17,63350,51207,1246,1169,23682,23660,0,0,77.3,120230,33326,1054150,7.376796471,13.38210881
SoA,21073,50,1482,40214,147968,147177,99.84,0,9,21174,21174,13,13,1328,1328,0,0,135.8,54631,15143,1053650,1.908318702,7.021686518
Array,21028,50,1082,38607,147653,98023,136.46,0,4,21129,21129,14,14,1325,1325,0,0,138.4,53446,14814,1051400,1.835980597,7.021732928
LinkedList,21101,50,818663,591520,148161,126702,0.18,1,18,21202,18149,14,13,23827,20406,0,0,60.9,360267,99861,1055050,28.03279465,7.021515568
BST,21051,50,360546,260470,215389,184504,0.6,0,3,42949,31097,232,232,35071,35070,0,0,63.4,165035,45745,1052550,12.37328393,10.23177046
Vector,21410,50,1474,36936,150327,98176,101.99,0,2,21511,21511,13,13,1348,1240,0,0,143.4,52964,14681,1070500,1.725175152,7.021345166
vEBTree,21371,50,1092,39911,150054,99507,137.41,1,37,21472,21472,13,13,1345,1346,0,0,138.4,55247,15314,1068550,1.867530766,7.021384119
SlabList,21379,50,117568,82780,151128,151128,1.29,0,3,21626,21626,33,33,1362,1362,0,0,65.3,54052,14982,1068950,3.872023949,7.068992937
Array,21293,50,1052,23159,149508,77900,142.12,0,21,21394,21394,14,13,1341,1342,0,0,194.3,45008,12476,1064650,1.087634434,7.021462452
AoS,21543,50,1526,42862,151258,100700,99.12,90,124,21644,21644,15,14,5397,5398,0,0,132.7,56865,15762,1077150,1.989602191,7.021213387
SkipList,21419,50,312775,217000,150389,125337,0.48,165,487,21520,17856,12,11,21522,18940,0,0,72,156298,43324,1070950,10.13119193,7.021289509
Trie,21270,50,12517234,13253917,3727492,3870419,0.3,618791,622786,1061424,1107641,218132,227443,220786,230477,13279,13732,16.4,2170688,601684,1063500,623.1272685,175.2464504
SoA,21536,50,116141,76179,151209,151209,1.3,0,1,21637,21637,14,12,1357,1357,0,0,72.6,55317,15333,1076800,3.537286404,7.021220282
LinkedList,21276,50,825513,599312,149386,126628,0.18,2,142,21377,16599,12,12,24026,21573,0,0,65.6,393128,108970,1063800,28.16845272,7.021338597
RBTree,21340,50,363203,249854,218279,183341,0.6,0,1,43527,36887,214,156,31023,29793,0,0,66.7,166561,46168,1067000,11.70824742,10.22863168
Heap,21262,50,116302,116117,149291,104599,1.28,0,9,21363,21363,12,12,1338,1339,0,0,0.9,1071,297,1063100,5.461245414,7.021493745
Deque,21453,50,1443,15446,236934,208851,164.2,32,75,43130,43130,35,36,1363,1364,0,0,227.1,35076,9722,1072650,0.719992542,11.04432946
